93年10月15日每一分鐘指數統計	
時間	加權股價	未含金融	未含電子	綜合平均	工業平均	水泥類	食品類	塑膠類	紡織纖維類	電機機械類	電器電纜類	化學工業類	玻璃陶瓷類	造紙類	鋼鐵類	橡膠類	汽車類	電子類	營造建材類	運輸類	觀光類	金融保險類	百貨貿易類	其它類	
13:11	5,834.70	4,544.33	9,007.69	138.40	164.93	57.93	266.46	142.08	246.16	73.17	50.10	62.97	44.39	159.52	109.04	88.80	127.97	213.68	161.86	96.74	47.77	1,005.99	68.00	94.13	
13:12	5,832.55	4,542.45	9,005.53	138.34	164.75	58.03	265.55	142.00	245.28	73.17	50.09	62.91	44.39	159.41	109.00	88.79	127.97	213.57	162.13	96.77	47.85	1,005.80	68.29	94.20	
13:13	5,835.51	4,543.91	9,009.44	138.36	164.70	58.04	265.53	142.00	245.78	73.16	50.08	62.86	44.39	159.21	109.01	88.83	127.97	213.69	162.07	96.81	47.85	1,007.01	67.96	94.13	
13:14	5,834.74	4,544.70	9,003.64	138.37	164.98	58.04	265.53	141.93	245.62	73.16	50.07	62.82	44.39	159.21	108.99	88.93	128.06	213.79	161.99	96.72	47.87	1,005.71	68.26	94.11	
13:15	5,830.41	4,539.03	9,003.66	138.11	164.65	57.92	266.29	141.70	245.34	73.15	50.06	62.84	44.39	159.17	109.05	88.89	127.70	213.45	162.23	96.75	47.88	1,006.89	67.93	94.03	
13:16	5,829.40	4,540.78	8,993.38	138.21	164.62	58.00	265.33	141.47	245.77	73.17	50.06	62.78	44.39	159.07	109.03	88.91	127.74	213.65	162.06	96.81	47.88	1,004.60	68.24	94.09	
13:17	5,831.85	4,540.72	9,001.33	138.38	164.65	58.04	265.33	141.64	245.79	73.16	50.05	62.84	44.41	159.07	108.98	88.88	127.70	213.63	162.03	96.58	47.86	1,006.66	68.19	94.04	
13:18	5,830.33	4,539.27	8,998.48	138.21	164.74	57.94	266.14	141.49	245.81	73.16	50.04	62.81	44.41	159.11	108.99	88.87	127.59	213.59	162.04	96.59	47.88	1,006.62	67.73	94.08	
13:19	5,828.98	4,538.77	8,995.67	138.23	164.58	57.78	266.29	141.56	245.71	73.14	50.06	62.82	44.41	159.13	108.96	88.89	127.59	213.56	162.23	96.41	47.88	1,005.93	67.79	94.06	
13:20	5,829.67	4,539.76	8,998.65	138.12	164.69	57.82	265.30	141.79	245.70	73.17	50.06	62.91	44.38	158.99	109.01	88.90	127.74	213.53	162.23	96.48	47.88	1,005.67	67.76	94.05	
13:21	5,829.93	4,538.75	8,995.78	138.38	164.80	57.82	266.14	141.23	245.96	73.17	50.25	62.83	44.39	158.69	109.00	88.83	127.82	213.63	162.52	96.47	47.88	1,006.73	67.75	94.08	
13:22	5,834.46	4,541.48	9,005.18	138.34	164.69	57.95	265.39	141.61	245.52	73.22	50.10	62.84	44.50	159.37	108.96	88.79	127.74	213.73	162.54	96.45	47.86	1,008.18	67.75	94.04	
13:23	5,828.77	4,538.81	8,997.57	138.21	164.65	57.85	265.34	141.74	245.60	73.22	50.13	62.83	44.54	159.51	108.98	88.90	127.74	213.49	162.45	96.31	47.70	1,005.73	67.81	94.03	
13:24	5,832.32	4,540.78	9,000.36	138.29	164.68	57.86	265.28	141.62	245.32	73.23	49.95	62.85	44.53	159.13	108.99	88.70	127.86	213.69	162.39	96.50	47.70	1,007.00	67.75	94.03	
13:25	5,833.31	4,539.46	9,012.05	138.23	164.65	57.94	265.19	141.89	245.59	73.20	50.16	62.84	44.42	159.10	108.98	88.85	127.97	213.45	162.50	96.45	47.85	1,008.92	67.82	94.05	
13:26	5,833.31	4,539.46	9,012.05	138.23	164.65	57.94	265.19	141.89	245.59	73.20	50.16	62.84	44.42	159.10	108.98	88.85	127.97	213.45	162.50	96.45	47.85	1,008.92	67.82	94.05	
13:27	5,833.31	4,539.46	9,012.05	138.23	164.65	57.94	265.19	141.89	245.59	73.20	50.16	62.84	44.42	159.10	108.98	88.85	127.97	213.45	162.50	96.45	47.85	1,008.92	67.82	94.05	
13:28	5,833.31	4,539.46	9,012.05	138.23	164.65	57.94	265.19	141.89	245.59	73.20	50.16	62.84	44.42	159.10	108.98	88.85	127.97	213.45	162.50	96.45	47.85	1,008.92	67.82	94.05	
13:29	5,833.31	4,539.46	9,012.05	138.23	164.65	57.94	265.19	141.89	245.59	73.20	50.16	62.84	44.42	159.10	108.98	88.85	127.97	213.45	162.50	96.45	47.85	1,008.92	67.82	94.05	
13:30	5,820.82	4,527.37	8,992.66	137.86	164.29	57.94	266.51	140.30	246.66	73.27	50.00	62.89	45.04	158.55	108.94	89.09	128.18	213.00	162.51	96.37	47.72	1,008.75	67.98	94.05	
